EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3,Department,JobRole,Gender,Age,BusinessTravel,EducationField,MaritalStatus,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,AttritionRiskScore,RecommendationCategory,AIRecommendation,RetentionPriorityScore,AttritionProbability (%),GlobalRiskRank,DepartmentRiskRank,JobRoleRiskRank,AgeGroup,IncomeBand,CompanyTenure,YearsUntilRetirement,ReviewPriority,ExecutiveAction,RiskPercentile,HighValueEmployee,RetentionActionRequired,HRHealthScore,HealthCategory,HRPriorityIndex,HRPriorityLevel
50,0.5252,Medium,OvertimeRisk,1.9871,0,Increases Attrition Risk,StockOptionLevel,1.151,0.0,Increases Attrition Risk,NumCompaniesWorked,0.9176,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,35,Travel_Rarely,Life Sciences,Married,2269,1,No,4,4,3,4.0,1.666666667,0.524,0.5,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,53.0,52.52,316,146,52,31–40,Low,New,25,Quarterly,No Action Required,77.7,No,No,16.5,Critical,64.91,High
51,0.425,Medium,OvertimeRisk,2.1316,1,Increases Attrition Risk,StockOptionLevel,1.2366,0.0,Increases Attrition Risk,JobSatisfaction,-0.7167,3.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,48,Travel_Rarely,Life Sciences,Single,5381,1,Yes,3,1,3,2.0,0.666666667,0.548,0.04,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",42.0,42.5,486,265,84,41–50,High,New,12,Annual,No Action Required,65.4,No,No,15.7,Critical,59.22,Medium
52,0.7943,High,OvertimeRisk,2.1458,1,Increases Attrition Risk,StockOptionLevel,1.2471,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5932,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,28,Travel_Rarely,Technical Degree,Single,3441,2,Yes,3,3,2,2.666666667,1.0,0.337,0.67,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,84.0,79.43,45,15,7,18–30,Medium,New,32,This Month,Manager Review,97.0,No,Yes,16.0,Critical,81.26,Critical
53,0.4658,Medium,OvertimeRisk,1.7884,1,Increases Attrition Risk,FrequentTraveler,1.0446,0.0,Increases Attrition Risk,DailyRate,-0.5536,1488.0,Reduces Attrition Risk,Sales,Sales Executive,Female,44,Travel_Rarely,Marketing,Divorced,5454,4,Yes,1,2,2,1.666666667,0.666666667,0.633,0.4,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",47.0,46.58,413,189,139,41–50,High,Early,16,Annual,No Action Required,70.6,No,No,15.7,Critical,61.67,High
54,0.4407,Medium,OvertimeRisk,1.873,1,Increases Attrition Risk,NumCompaniesWorked,1.1089,2.0,Increases Attrition Risk,FrequentTraveler,0.6429,0.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,35,Non-Travel,Medical,Married,9884,4,Yes,1,3,3,1.666666667,1.333333333,0.503,0.36,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,44.0,44.07,456,243,26,31–40,Very High,Early,25,Annual,No Action Required,67.6,No,No,15.8,Critical,60.12,High
55,0.1455,Low,OvertimeRisk,1.6423,1,Increases Attrition Risk,DailyRate,-0.6077,1443.0,Reduces Attrition Risk,MaritalStatus_Single,-0.5912,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,26,Travel_Rarely,Marketing,Married,4157,2,Yes,4,3,2,2.666666667,1.0,0.607,0.33,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",15.0,14.55,1081,384,283,18–30,Medium,New,34,Annual,No Action Required,19.9,No,No,16.0,Critical,42.33,Medium
56,0.6014,Medium,OvertimeRisk,2.0351,1,Increases Attrition Risk,StockOptionLevel,1.2768,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6701,1.0,Increases Attrition Risk,Research & Development,Research Director,Female,33,Travel_Frequently,Life Sciences,Single,13458,15,Yes,4,1,3,2.333333333,0.666666667,0.346,0.94,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,60.0,60.14,207,85,1,31–40,Very High,Veteran,27,Quarterly,No Action Required,85.7,No,No,15.9,Critical,69.72,High
57,0.8894,High,OvertimeRisk,2.0884,0,Increases Attrition Risk,FrequentTraveler,0.8695,1.0,Increases Attrition Risk,NumCompaniesWorked,0.7502,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,35,Travel_Frequently,Life Sciences,Married,9069,9,No,1,2,2,2.0,0.666666667,0.74,0.9,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,94.0,88.94,13,8,8,31–40,Very High,Experienced,25,Immediate,Manager Review,99.2,Yes,Yes,15.9,Critical,87.0,Critical
58,0.2341,Low,OvertimeRisk,1.7517,1,Increases Attrition Risk,FrequentTraveler,0.811,0.0,Increases Attrition Risk,TotalWorkingYears,-0.5768,4.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,35,Travel_Rarely,Medical,Married,4014,2,Yes,1,3,3,2.0,1.333333333,0.384,0.4,0.667,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",23.0,23.41,843,519,156,31–40,Medium,New,25,Annual,No Action Required,38.5,No,No,15.8,Critical,47.73,Medium
59,0.2063,Low,OvertimeRisk,2.3382,0,Increases Attrition Risk,JobRole_Laboratory Technician,0.6809,1.0,Increases Attrition Risk,FrequentTraveler,0.5898,0.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,31,Travel_Rarely,Life Sciences,Divorced,5915,7,No,4,4,2,3.666666667,1.333333333,0.656,0.64,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",21.0,20.63,916,571,177,31–40,High,Experienced,29,Annual,No Action Required,32.9,No,No,16.4,Critical,45.82,Medium
60,0.3726,Medium,OvertimeRisk,2.1625,0,Increases Attrition Risk,FrequentTraveler,1.0511,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7545,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,37,Travel_Rarely,Life Sciences,Divorced,5993,7,No,3,1,4,1.666666667,1.0,0.583,0.88,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,37.0,37.26,578,328,23,31–40,High,Experienced,23,Annual,No Action Required,58.5,No,No,15.9,Critical,56.0,Medium
61,0.2735,Low,OvertimeRisk,2.0498,1,Increases Attrition Risk,FrequentTraveler,0.8171,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7833,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,32,Travel_Rarely,Medical,Married,6162,9,Yes,4,1,3,2.0,0.666666667,0.523,0.9,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,27.0,27.35,759,455,46,31–40,High,Experienced,28,Annual,No Action Required,45.0,No,No,15.8,Critical,50.09,Medium
62,0.3245,Low,OvertimeRisk,2.2868,0,Increases Attrition Risk,StockOptionLevel,1.2635,0.0,Increases Attrition Risk,JobSatisfaction,-0.6451,4.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,38,Travel_Frequently,Life Sciences,Single,2406,10,No,4,4,3,3.666666667,1.666666667,0.217,0.91,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",32.0,32.45,671,393,129,31–40,Low,Experienced,22,Annual,No Action Required,51.5,No,No,16.4,Critical,52.91,Medium
63,0.2305,Low,OvertimeRisk,2.0153,1,Increases Attrition Risk,FrequentTraveler,0.8974,0.0,Increases Attrition Risk,DailyRate,-0.4972,989.0,Reduces Attrition Risk,Research & Development,Research Director,Female,50,Travel_Rarely,Medical,Divorced,18740,27,Yes,3,2,2,2.333333333,0.666666667,0.402,0.9,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",23.0,23.05,852,524,42,41–50,Very High,Veteran,10,Annual,No Action Required,37.9,No,No,15.9,Critical,47.47,Medium
64,0.5128,Medium,OvertimeRisk,2.0436,0,Increases Attrition Risk,StockOptionLevel,1.059,0.0,Increases Attrition Risk,Gender_Female,-0.4417,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,59,Travel_Rarely,Life Sciences,Single,7637,21,No,1,1,2,1.666666667,0.333333333,0.344,0.72,0.733,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",51.0,51.28,342,172,125,51–60,High,Veteran,1,Quarterly,No Action Required,75.9,No,No,15.6,Critical,64.53,High
65,0.1077,Low,OvertimeRisk,1.8717,0,Increases Attrition Risk,FrequentTraveler,0.9028,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6093,1.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Female,36,Travel_Rarely,Technical Degree,Divorced,10096,17,No,3,3,3,2.333333333,1.333333333,0.281,0.94,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,11.0,10.77,1172,769,102,31–40,Very High,Veteran,24,Annual,No Action Required,12.9,No,No,16.0,Critical,40.06,Medium
66,0.0629,Low,OvertimeRisk,1.8228,1,Increases Attrition Risk,NumCompaniesWorked,0.659,2.0,Increases Attrition Risk,FrequentTraveler,0.6429,0.0,Increases Attrition Risk,Research & Development,Manager,Female,55,Travel_Rarely,Medical,Divorced,14756,5,Yes,3,4,3,3.0,1.666666667,0.655,0.23,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,6.0,6.29,1285,851,92,51–60,Very High,Early,5,Annual,No Action Required,4.4,No,No,16.2,Critical,37.29,Low
67,0.4892,Medium,OvertimeRisk,2.2032,0,Increases Attrition Risk,StockOptionLevel,1.1211,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7888,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,36,Travel_Frequently,Life Sciences,Single,6499,6,No,2,2,3,1.666666667,1.0,0.464,0.86,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,49.0,48.92,380,189,9,31–40,High,Experienced,24,Annual,No Action Required,73.1,No,No,15.9,Critical,62.99,High
68,0.5189,Medium,OvertimeRisk,1.9094,0,Increases Attrition Risk,NumCompaniesWorked,0.9199,2.0,Increases Attrition Risk,FrequentTraveler,0.7346,0.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,45,Travel_Rarely,Life Sciences,Divorced,9724,1,No,1,2,3,1.666666667,1.0,0.643,0.04,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,52.0,51.89,324,151,74,41–50,Very High,New,15,Quarterly,No Action Required,77.1,No,No,15.7,Critical,64.85,High
69,0.4921,Medium,OvertimeRisk,1.8169,0,Increases Attrition Risk,NumCompaniesWorked,0.739,4.0,Increases Attrition Risk,FrequentTraveler,0.6559,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,35,Travel_Frequently,Medical,Married,2194,3,No,1,2,2,2.0,0.666666667,0.359,0.5,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,49.0,49.21,374,186,86,31–40,Low,Early,25,Annual,No Action Required,73.6,No,No,15.8,Critical,63.21,High
70,0.0123,Low,OvertimeRisk,1.5949,1,Increases Attrition Risk,MaritalStatus_Single,-0.5329,0.0,Reduces Attrition Risk,IncomePerJobLevel,-0.5201,3388.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,36,Travel_Rarely,Medical,Married,3388,1,Yes,3,4,2,2.0,1.333333333,0.476,0.33,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",1.0,1.23,1345,898,290,31–40,Medium,New,24,Annual,No Action Required,0.1,No,No,15.9,Critical,34.38,Low
71,0.3492,Medium,OvertimeRisk,1.8154,0,Increases Attrition Risk,StockOptionLevel,1.1029,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.5149,4.0,Reduces Attrition Risk,Sales,Sales Executive,Female,59,Travel_Frequently,Life Sciences,Single,5473,4,No,3,1,2,2.0,0.333333333,0.394,0.19,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",35.0,34.92,618,254,185,51–60,High,Early,1,Annual,No Action Required,55.4,No,No,15.7,Critical,54.67,Medium
72,0.128,Low,OvertimeRisk,1.9474,0,Increases Attrition Risk,FrequentTraveler,1.0563,0.0,Increases Attrition Risk,DailyRate,-0.5566,1328.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,29,Travel_Rarely,Life Sciences,Married,2703,5,No,2,3,3,2.666666667,1.333333333,0.619,0.71,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0,12.8,1121,729,248,18–30,Low,Early,31,Annual,No Action Required,16.8,No,No,16.2,Critical,41.2,Medium
73,0.5654,Medium,OvertimeRisk,2.061,0,Increases Attrition Risk,StockOptionLevel,1.2759,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8187,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,31,Travel_Rarely,Medical,Single,2501,1,No,2,3,3,2.0,1.333333333,0.454,0.5,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,57.0,56.54,257,111,58,31–40,Low,New,29,Quarterly,No Action Required,81.8,No,No,15.9,Critical,67.56,High
74,0.2079,Low,OvertimeRisk,2.1216,0,Increases Attrition Risk,FrequentTraveler,0.8757,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8382,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,32,Travel_Rarely,Life Sciences,Married,6220,10,No,2,2,3,1.666666667,1.0,0.56,0.91,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,21.0,20.79,913,568,204,31–40,High,Experienced,28,Annual,No Action Required,33.1,No,No,15.9,Critical,46.11,Medium
75,0.2529,Low,OvertimeRisk,1.7684,0,Increases Attrition Risk,StockOptionLevel,1.1115,0.0,Increases Attrition Risk,JobSatisfaction,-0.589,4.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,36,Travel_Rarely,Life Sciences,Married,3038,1,No,4,2,3,2.666666667,1.0,0.357,0.17,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",25.0,25.29,799,486,152,31–40,Medium,New,24,Annual,No Action Required,41.9,No,No,16.0,Critical,48.77,Medium
76,0.1957,Low,OvertimeRisk,1.9805,0,Increases Attrition Risk,StockOptionLevel,1.1768,0.0,Increases Attrition Risk,NumCompaniesWorked,0.633,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,31,Travel_Rarely,Life Sciences,Single,4424,11,No,4,3,3,3.333333333,1.333333333,0.68,0.92,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,20.0,19.57,945,591,68,31–40,Medium,Veteran,29,Annual,No Action Required,30.5,No,No,16.4,Critical,45.18,Medium
77,0.7452,High,OvertimeRisk,1.8819,0,Increases Attrition Risk,StockOptionLevel,1.321,0.0,Increases Attrition Risk,JobRole_Sales Executive,0.4678,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,35,Travel_Rarely,Marketing,Single,4312,15,No,1,3,3,1.333333333,1.333333333,0.444,0.88,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",80.0,74.52,78,49,42,31–40,Medium,Veteran,25,This Month,Manager Review,94.7,No,Yes,15.8,Critical,78.39,High
78,0.5115,Medium,OvertimeRisk,1.7636,1,Increases Attrition Risk,StockOptionLevel,1.297,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7736,4.0,Increases Attrition Risk,Research & Development,Research Director,Male,45,Travel_Rarely,Other,Married,13245,0,Yes,1,4,4,2.0,2.0,0.571,0.0,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,51.0,51.15,343,162,5,41–50,Very High,New,15,Quarterly,No Action Required,75.8,No,No,16.0,Critical,64.29,High
79,0.4038,Medium,OvertimeRisk,1.9695,0,Increases Attrition Risk,StockOptionLevel,1.1045,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7395,4.0,Increases Attrition Risk,Research & Development,Research Director,Male,37,Travel_Rarely,Medical,Single,13664,5,No,3,1,4,1.333333333,1.0,0.548,0.29,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,40.0,40.38,523,287,17,31–40,Very High,Early,23,Annual,No Action Required,62.7,No,No,15.7,Critical,57.95,Medium
80,0.2131,Low,OvertimeRisk,1.7361,1,Increases Attrition Risk,FrequentTraveler,0.9175,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5926,8.0,Increases Attrition Risk,Human Resources,Human Resources,Male,46,Travel_Rarely,Medical,Divorced,5021,4,Yes,2,2,3,2.333333333,1.0,0.679,0.24,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,21.0,21.31,896,38,33,41–50,High,Early,14,Annual,No Action Required,34.6,No,No,15.9,Critical,46.43,Medium
81,0.1341,Low,OvertimeRisk,2.0681,1,Increases Attrition Risk,NumCompaniesWorked,0.7116,1.0,Increases Attrition Risk,JobInvolvement,-0.547,2.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,30,Travel_Rarely,Life Sciences,Married,5126,10,Yes,4,4,2,3.0,1.333333333,0.374,0.91,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0,13.41,1107,716,219,18–30,High,Experienced,30,Annual,No Action Required,17.8,No,No,16.2,Critical,41.57,Medium
82,0.7483,High,OvertimeRisk,2.3054,0,Increases Attrition Risk,StockOptionLevel,1.1858,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7358,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,35,Travel_Rarely,Medical,Single,2859,6,No,3,2,3,1.333333333,1.0,0.5,0.86,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,80.0,74.83,76,27,15,31–40,Low,Experienced,25,This Month,Manager Review,94.8,No,Yes,15.8,Critical,78.58,High
83,0.3217,Low,OvertimeRisk,1.8623,0,Increases Attrition Risk,NumCompaniesWorked,0.6947,3.0,Increases Attrition Risk,DailyRate,-0.6362,111.0,Reduces Attrition Risk,Sales,Sales Executive,Male,55,Travel_Rarely,Life Sciences,Married,10239,1,No,4,1,3,2.666666667,0.666666667,0.549,0.04,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0,32.17,676,270,200,51–60,Very High,New,5,Annual,No Action Required,51.1,No,No,15.9,Critical,52.94,Medium
84,0.1469,Low,OvertimeRisk,1.8941,1,Increases Attrition Risk,FrequentTraveler,0.9831,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.495,1.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,38,Non-Travel,Medical,Divorced,5329,13,Yes,4,2,3,2.333333333,1.0,0.418,0.72,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",15.0,14.69,1075,688,236,31–40,High,Veteran,22,Annual,No Action Required,20.3,No,No,16.0,Critical,42.41,Medium
